year,month,day,hour,REPORT_ID,avgMeasuredTime,vehicleCount,avgSpeed
2014,08,01,08,178847,94.0,75,39.72727272727273
2014,08,01,09,178847,100.27272727272727,80,37.36363636363637
2014,08,01,10,178847,97.81818181818181,70,38.27272727272727
2014,08,01,11,178847,94.41666666666667,56,39.75
2014,08,01,12,178847,84.45454545454545,68,45.18181818181818
2014,08,01,13,178847,77.0,67,48.81818181818182
2014,08,01,14,178847,77.72727272727273,67,48.45454545454545
2014,08,01,15,178847,93.66666666666667,74,43.333333333333336
2014,08,01,16,178847,90.5,80,41.583333333333336
2014,08,01,17,178847,89.33333333333333,48,42.083333333333336
2014,08,01,18,178847,93.16666666666667,45,40.166666666666664
2014,08,01,19,178847,96.0,60,39.666666666666664
2014,08,01,22,178847,98.0,0,38.0
2014,08,02,00,178847,82.0,17,47.666666666666664
2014,08,02,01,178847,95.25,4,40.083333333333336
2014,08,02,02,178847,86.33333333333333,6,44.75
2014,08,02,03,178847,62.666666666666664,2,60.333333333333336
2014,08,02,06,178847,85.75,11,44.333333333333336
2014,08,02,07,178847,97.41666666666667,38,38.75
2014,08,02,08,178847,101.83333333333333,73,36.75
2014,08,02,09,178847,84.41666666666667,51,45.0
2014,08,02,10,178847,78.5,92,48.083333333333336
2014,08,02,11,178847,78.0,63,48.25
2014,08,02,12,178847,83.33333333333333,102,45.333333333333336
2014,08,02,13,178847,95.25,71,39.5
2014,08,02,14,178847,98.91666666666667,95,37.916666666666664
2014,08,02,15,178847,95.33333333333333,67,39.166666666666664
2014,08,02,16,178847,92.66666666666667,32,40.75
2014,08,02,17,178847,95.0,45,39.5
2014,08,02,18,178847,94.33333333333333,35,40.333333333333336
2014,08,02,19,178847,96.41666666666667,22,39.25
2014,08,02,20,178847,93.0,30,40.583333333333336
2014,08,02,21,178847,92.83333333333333,23,40.75
2014,08,02,22,178847,95.75,8,39.666666666666664
2014,08,02,23,178847,97.18181818181819,10,39.27272727272727
2014,08,03,00,178847,73.58333333333333,6,51.916666666666664
2014,08,03,01,178847,79.91666666666667,6,47.833333333333336
2014,08,03,02,178847,80.25,9,47.916666666666664
2014,08,03,03,178847,135.75,10,33.416666666666664
2014,08,03,04,178847,221.0,0,17.0
2014,08,03,05,178847,87.33333333333333,3,43.333333333333336
2014,08,03,06,178847,94.5,8,40.083333333333336
2014,08,03,07,178847,94.5,29,40.083333333333336
2014,08,03,08,178847,90.91666666666667,35,41.333333333333336
2014,08,03,09,178847,89.33333333333333,59,42.166666666666664
2014,08,03,10,178847,97.25,53,38.666666666666664
2014,08,03,11,178847,92.58333333333333,67,40.416666666666664
2014,08,03,12,178847,97.08333333333333,72,38.416666666666664
2014,08,03,13,178847,97.16666666666667,49,38.666666666666664
2014,08,03,14,178847,91.5,62,41.083333333333336
2014,08,03,15,178847,92.5,51,40.666666666666664
