year,month,day,hour,REPORT_ID,avgMeasuredTime,vehicleCount,avgSpeed
2014,08,01,07,194960,129.5,14,51.5
2014,08,01,08,194960,132.66666666666666,12,51.25
2014,08,01,09,194960,142.66666666666666,38,48.416666666666664
2014,08,01,10,194960,152.25,22,45.666666666666664
2014,08,01,11,194960,129.25,31,53.0
2014,08,01,12,194960,143.5,30,48.0
2014,08,01,13,194960,132.33333333333334,18,51.666666666666664
2014,08,01,14,194960,158.91666666666666,14,43.416666666666664
2014,08,01,15,194960,154.58333333333334,18,43.583333333333336
2014,08,01,16,194960,179.83333333333334,4,36.833333333333336
2014,08,01,17,194960,138.0,6,53.5
2014,08,01,18,194960,152.0,10,45.333333333333336
2014,08,01,19,194960,118.41666666666667,2,56.833333333333336
2014,08,01,20,194960,112.08333333333333,1,60.5
2014,08,01,21,194960,102.5,1,65.33333333333333
2014,08,01,22,194960,101.33333333333333,1,65.83333333333333
2014,08,01,23,194960,99.0,0,67.0
2014,08,02,00,194960,99.0,0,67.0
2014,08,02,01,194960,99.0,0,67.0
2014,08,02,02,194960,99.0,0,67.0
2014,08,02,03,194960,112.0,4,60.666666666666664
2014,08,02,04,194960,99.0,1,80.0
2014,08,02,05,194960,79.5,2,89.5
2014,08,02,06,194960,111.58333333333333,6,60.75
2014,08,02,07,194960,141.0,6,47.833333333333336
2014,08,02,08,194960,133.16666666666666,24,50.833333333333336
2014,08,02,09,194960,144.16666666666666,20,48.0
2014,08,02,10,194960,136.5,14,51.333333333333336
2014,08,02,11,194960,161.16666666666666,15,48.5
2014,08,02,12,194960,145.08333333333334,11,48.333333333333336
2014,08,02,13,194960,118.16666666666667,13,57.5
2014,08,02,14,194960,123.83333333333333,15,54.75
2014,08,02,15,194960,115.91666666666667,8,59.0
2014,08,02,16,194960,142.83333333333334,11,49.5
2014,08,02,17,194960,136.83333333333334,5,54.0
2014,08,02,18,194960,154.0,1,44.0
2014,08,02,19,194960,157.0,4,43.0
2014,08,02,20,194960,144.33333333333334,5,47.416666666666664
2014,08,02,21,194960,98.0,2,68.0
2014,08,02,22,194960,98.0,0,68.0
2014,08,02,23,194960,98.0,0,68.0
2014,08,03,00,194960,98.0,0,68.0
2014,08,03,01,194960,98.0,0,68.0
2014,08,03,02,194960,98.0,0,68.0
2014,08,03,03,194960,98.0,0,68.0
2014,08,03,04,194960,98.0,0,68.0
2014,08,03,05,194960,98.0,0,68.0
2014,08,03,06,194960,119.75,1,56.0
2014,08,03,07,194960,124.58333333333333,4,54.083333333333336
2014,08,03,08,194960,158.41666666666666,7,44.25
2014,08,03,09,194960,135.25,6,50.75
2014,08,03,10,194960,134.58333333333334,6,50.416666666666664
2014,08,03,11,194960,147.08333333333334,19,46.166666666666664
2014,08,03,12,194960,144.41666666666666,17,47.333333333333336
2014,08,03,13,194960,116.58333333333333,11,57.333333333333336
2014,08,03,14,194960,140.33333333333334,14,50.083333333333336
2014,08,03,15,194960,163.66666666666666,14,42.25
2014,08,03,16,194960,151.91666666666666,11,44.25
2014,08,03,17,194960,154.83333333333334,4,42.5
2014,08,03,18,194960,153.0,0,43.0
2014,08,03,19,194960,113.41666666666667,7,59.416666666666664
2014,08,03,20,194960,108.83333333333333,2,62.166666666666664
2014,08,03,21,194960,101.0,1,66.0
2014,08,03,22,194960,101.0,0,66.0
2014,08,03,23,194960,101.0,0,66.0
2014,08,04,00,194960,101.0,0,66.0
2014,08,04,01,194960,203.66666666666666,1,39.333333333333336
2014,08,04,02,194960,193.0,3,41.333333333333336
2014,08,04,03,194960,122.25,7,55.75
2014,08,04,04,194960,126.5,25,53.583333333333336
2014,08,04,05,194960,119.83333333333333,41,56.333333333333336
2014,08,04,06,194960,115.83333333333333,11,57.833333333333336
2014,08,04,07,194960,119.0,29,57.083333333333336
2014,08,04,08,194960,131.91666666666666,28,51.333333333333336
2014,08,04,09,194960,173.91666666666666,33,44.083333333333336
2014,08,04,10,194960,156.83333333333334,39,46.5
2014,08,04,11,194960,123.5,35,55.25
2014,08,04,12,194960,141.91666666666666,25,47.833333333333336
2014,08,04,13,194960,143.16666666666666,24,49.166666666666664
2014,08,04,14,194960,158.0,31,44.833333333333336
2014,08,04,15,194960,179.33333333333334,13,38.833333333333336
2014,08,04,16,194960,187.33333333333334,10,49.916666666666664
2014,08,04,17,194960,175.08333333333334,12,42.666666666666664
2014,08,04,18,194960,170.58333333333334,10,41.083333333333336
2014,08,04,19,194960,114.0,10,59.25
2014,08,04,20,194960,101.16666666666667,1,65.83333333333333
2014,08,04,21,194960,102.0,0,65.0
2014,08,04,22,194960,102.0,0,65.0
2014,08,04,23,194960,102.0,0,65.0
2014,08,05,00,194960,102.0,0,65.0
2014,08,05,01,194960,102.0,0,65.0
2014,08,05,02,194960,112.75,2,60.25
2014,08,05,03,194960,135.5,4,49.833333333333336
2014,08,05,04,194960,115.41666666666667,31,58.333333333333336
2014,08,05,05,194960,120.66666666666667,29,56.0
2014,08,05,06,194960,142.91666666666666,18,48.166666666666664
2014,08,05,07,194960,137.41666666666666,37,51.333333333333336
2014,08,05,08,194960,137.33333333333334,22,50.083333333333336
2014,08,05,09,194960,137.91666666666666,45,49.166666666666664
