year,month,day,hour,REPORT_ID,avgMeasuredTime,vehicleCount,avgSpeed
2014,08,01,07,197814,100.0,7,47.0
2014,08,01,08,197814,97.08333333333333,40,48.416666666666664
2014,08,01,09,197814,91.08333333333333,7,51.666666666666664
2014,08,01,10,197814,95.58333333333333,50,50.0
2014,08,01,11,197814,87.16666666666667,34,54.0
2014,08,01,12,197814,103.25,56,46.5
2014,08,01,13,197814,87.91666666666667,39,55.916666666666664
2014,08,01,14,197814,98.66666666666667,26,49.333333333333336
2014,08,01,15,197814,91.58333333333333,21,53.166666666666664
2014,08,01,16,197814,106.16666666666667,2,43.583333333333336
2014,08,01,17,197814,92.66666666666667,14,51.916666666666664
2014,08,01,18,197814,82.08333333333333,16,57.916666666666664
2014,08,01,19,197814,83.75,16,56.583333333333336
2014,08,01,20,197814,95.75,25,49.583333333333336
2014,08,01,21,197814,88.0,6,55.333333333333336
2014,08,01,22,197814,93.58333333333333,7,50.916666666666664
2014,08,01,23,197814,88.91666666666667,5,53.666666666666664
2014,08,02,00,197814,74.33333333333333,1,63.0
2014,08,02,01,197814,81.0,0,58.0
2014,08,02,02,197814,81.0,0,58.0
2014,08,02,03,197814,88.5,2,54.0
2014,08,02,04,197814,73.0,1,65.54545454545455
2014,08,02,05,197814,99.72727272727273,11,48.81818181818182
2014,08,02,06,197814,83.25,4,59.0
2014,08,02,07,197814,105.0,16,44.666666666666664
2014,08,02,08,197814,94.08333333333333,29,50.833333333333336
2014,08,02,09,197814,86.33333333333333,41,55.666666666666664
2014,08,02,10,197814,91.16666666666667,31,53.916666666666664
2014,08,02,11,197814,101.75,38,46.166666666666664
2014,08,02,12,197814,99.66666666666667,9,47.583333333333336
2014,08,02,13,197814,96.0,0,49.0
2014,08,02,14,197814,96.0,0,49.0
2014,08,02,15,197814,96.0,0,49.0
2014,08,02,16,197814,94.16666666666667,1,50.166666666666664
2014,08,02,17,197814,83.66666666666667,13,57.583333333333336
2014,08,02,18,197814,100.66666666666667,15,49.25
2014,08,02,19,197814,101.0,11,49.833333333333336
2014,08,02,20,197814,93.75,31,50.583333333333336
2014,08,02,21,197814,101.33333333333333,13,48.333333333333336
2014,08,02,22,197814,85.25,5,58.0
2014,08,02,23,197814,77.18181818181819,4,61.63636363636363
2014,08,03,00,197814,83.25,2,56.25
2014,08,03,01,197814,87.0,0,54.0
2014,08,03,02,197814,87.0,0,54.0
2014,08,03,03,197814,87.0,0,54.0
2014,08,03,04,197814,96.0,0,48.75
2014,08,03,05,197814,93.83333333333333,2,50.25
2014,08,03,06,197814,70.41666666666667,8,68.25
2014,08,03,07,197814,88.83333333333333,12,54.083333333333336
2014,08,03,08,197814,95.58333333333333,23,50.083333333333336
2014,08,03,09,197814,122.16666666666667,6,38.666666666666664
2014,08,03,10,197814,124.0,0,38.0
2014,08,03,11,197814,118.75,4,39.916666666666664
2014,08,03,12,197814,97.33333333333333,43,49.083333333333336
2014,08,03,13,197814,98.0,30,49.166666666666664
2014,08,03,14,197814,83.83333333333333,26,56.25
2014,08,03,15,197814,79.0,0,59.0
2014,08,03,16,197814,81.16666666666667,3,57.75
2014,08,03,17,197814,96.66666666666667,12,49.25
2014,08,03,18,197814,83.33333333333333,13,59.5
2014,08,03,19,197814,103.66666666666667,11,46.333333333333336
2014,08,03,20,197814,95.25,5,49.333333333333336
2014,08,03,21,197814,87.25,4,53.5
2014,08,03,22,197814,75.0,3,62.666666666666664
2014,08,03,23,197814,71.0,0,66.0
2014,08,04,00,197814,71.0,0,66.0
2014,08,04,01,197814,71.0,0,66.0
2014,08,04,02,197814,71.0,0,66.0
2014,08,04,03,197814,73.25,3,64.0
2014,08,04,04,197814,87.41666666666667,24,54.5
2014,08,04,05,197814,84.25,77,55.833333333333336
2014,08,04,06,197814,89.58333333333333,64,52.666666666666664
2014,08,04,07,197814,98.91666666666667,50,48.25
2014,08,04,08,197814,96.33333333333333,60,48.916666666666664
2014,08,04,09,197814,94.0,43,50.5
2014,08,04,10,197814,98.33333333333333,52,48.75
2014,08,04,11,197814,99.91666666666667,54,47.166666666666664
2014,08,04,12,197814,96.08333333333333,14,49.416666666666664
2014,08,04,13,197814,103.66666666666667,55,45.833333333333336
2014,08,04,14,197814,88.25,29,53.333333333333336
