year,month,day,hour,REPORT_ID,avgMeasuredTime,vehicleCount,avgSpeed
2014,08,01,08,192520,148.9090909090909,8,53.81818181818182
2014,08,01,09,192520,150.36363636363637,14,53.36363636363637
2014,08,01,10,192520,146.63636363636363,12,54.90909090909091
2014,08,01,11,192520,146.75,29,55.5
2014,08,01,12,192520,171.8181818181818,25,48.18181818181818
2014,08,01,13,192520,156.63636363636363,39,51.27272727272727
2014,08,01,14,192520,159.63636363636363,16,50.81818181818182
2014,08,01,15,192520,141.58333333333334,8,56.75
2014,08,01,16,192520,143.16666666666666,4,56.166666666666664
2014,08,01,17,192520,126.25,7,64.25
2014,08,01,18,192520,128.66666666666666,1,63.666666666666664
2014,08,01,19,192520,121.5,8,67.16666666666667
2014,08,01,22,192520,110.0,0,73.0
2014,08,02,00,192520,143.0,0,57.25
2014,08,02,01,192520,154.0,0,52.0
2014,08,02,02,192520,154.0,0,52.0
2014,08,02,03,192520,154.0,0,52.0
2014,08,02,06,192520,154.0,0,52.0
2014,08,02,07,192520,150.25,6,54.166666666666664
2014,08,02,08,192520,152.33333333333334,3,52.666666666666664
2014,08,02,09,192520,162.91666666666666,5,49.166666666666664
2014,08,02,10,192520,158.83333333333334,14,50.75
2014,08,02,11,192520,131.83333333333334,4,61.0
2014,08,02,12,192520,150.0,15,55.666666666666664
2014,08,02,13,192520,154.75,9,52.0
2014,08,02,14,192520,151.75,5,53.583333333333336
2014,08,02,15,192520,150.33333333333334,8,55.166666666666664
2014,08,02,16,192520,137.91666666666666,1,58.5
2014,08,02,17,192520,143.5,2,55.75
2014,08,02,18,192520,145.0,0,55.0
2014,08,02,19,192520,145.0,0,55.0
2014,08,02,20,192520,145.0,0,55.0
2014,08,02,21,192520,145.0,0,55.0
2014,08,02,22,192520,145.0,0,55.0
2014,08,02,23,192520,145.0,0,55.0
2014,08,03,00,192520,145.0,0,55.0
2014,08,03,01,192520,145.0,0,55.0
2014,08,03,02,192520,145.0,0,55.0
2014,08,03,03,192520,145.0,0,55.0
2014,08,03,04,192520,145.0,0,55.0
2014,08,03,05,192520,145.0,0,55.0
2014,08,03,06,192520,145.0,0,55.0
2014,08,03,07,192520,145.0,0,55.0
2014,08,03,08,192520,145.0,0,55.0
2014,08,03,09,192520,157.08333333333334,12,51.166666666666664
2014,08,03,10,192520,160.91666666666666,18,50.166666666666664
2014,08,03,11,192520,170.16666666666666,10,47.833333333333336
2014,08,03,12,192520,147.5,21,54.833333333333336
2014,08,03,13,192520,154.5,4,51.833333333333336
2014,08,03,14,192520,134.0,8,60.916666666666664
2014,08,03,15,192520,133.5,6,60.916666666666664
2014,08,03,16,192520,178.16666666666666,4,47.583333333333336
2014,08,03,17,192520,156.0,3,53.5
2014,08,03,18,192520,132.83333333333334,1,60.083333333333336
2014,08,03,19,192520,130.25,0,61.75
2014,08,03,20,192520,168.5,1,50.5
2014,08,03,21,192520,175.5,1,46.5
2014,08,03,22,192520,165.0,0,49.0
2014,08,03,23,192520,165.0,0,49.0
2014,08,04,00,192520,165.0,0,49.0
2014,08,04,01,192520,165.0,0,49.0
2014,08,04,02,192520,139.5,1,59.5
2014,08,04,03,192520,114.0,0,70.0
2014,08,04,04,192520,114.0,0,70.0
2014,08,04,05,192520,171.0909090909091,4,47.18181818181818
2014,08,04,06,192520,156.41666666666666,8,52.166666666666664
2014,08,04,07,192520,139.72727272727272,17,57.63636363636363
2014,08,04,08,192520,159.5,13,50.416666666666664
2014,08,04,09,192520,164.0,8,49.5
2014,08,04,10,192520,165.08333333333334,17,49.583333333333336
2014,08,04,11,192520,155.25,16,51.916666666666664
2014,08,04,12,192520,166.27272727272728,19,50.36363636363637
2014,08,04,13,192520,153.91666666666666,31,52.833333333333336
2014,08,04,14,192520,176.16666666666666,49,46.75
2014,08,04,15,192520,152.83333333333334,21,52.666666666666664
2014,08,04,16,192520,156.08333333333334,10,54.75
2014,08,04,17,192520,167.66666666666666,10,49.0
2014,08,04,18,192520,135.41666666666666,11,59.5
2014,08,04,19,192520,133.5,1,60.25
2014,08,04,22,192520,126.0,0,64.0
2014,08,04,23,192520,126.0,0,64.0
2014,08,05,00,192520,126.0,0,64.0
2014,08,05,01,192520,126.0,0,64.0
2014,08,05,02,192520,126.0,0,64.0
2014,08,05,03,192520,126.0,0,64.0
2014,08,05,04,192520,126.0,0,64.0
2014,08,05,05,192520,147.0,9,54.75
2014,08,05,06,192520,178.25,13,45.333333333333336
2014,08,05,07,192520,148.0,13,54.416666666666664
2014,08,05,08,192520,150.9090909090909,6,52.81818181818182
2014,08,05,09,192520,154.33333333333334,20,51.916666666666664
2014,08,05,10,192520,159.66666666666666,14,50.416666666666664
2014,08,05,11,192520,159.66666666666666,13,50.5
2014,08,05,12,192520,160.5,20,50.1
2014,08,05,13,192520,158.83333333333334,19,51.25
2014,08,05,14,192520,162.41666666666666,36,50.166666666666664
2014,08,05,15,192520,150.8181818181818,20,53.18181818181818
2014,08,05,16,192520,142.91666666666666,9,58.583333333333336
2014,08,05,17,192520,141.33333333333334,8,56.666666666666664
2014,08,05,18,192520,145.16666666666666,3,55.083333333333336
2014,08,05,19,192520,144.0,0,56.0
2014,08,05,22,192520,144.0,0,56.0
2014,08,06,00,192520,144.0,0,56.0
2014,08,06,01,192520,144.0,0,56.0
2014,08,06,02,192520,144.0,0,56.0
2014,08,06,03,192520,144.0,0,56.0
2014,08,06,04,192520,144.0,0,56.0
2014,08,06,05,192520,135.91666666666666,5,59.083333333333336
2014,08,06,06,192520,144.41666666666666,5,55.666666666666664
2014,08,06,07,192520,143.58333333333334,13,55.833333333333336
2014,08,06,08,192520,161.75,17,49.666666666666664
2014,08,06,09,192520,167.33333333333334,6,49.0
2014,08,06,10,192520,154.0,17,52.166666666666664
2014,08,06,11,192520,157.16666666666666,13,51.5
2014,08,06,12,192520,145.08333333333334,26,55.333333333333336
2014,08,06,13,192520,186.45454545454547,37,44.72727272727273
2014,08,06,14,192520,162.0,37,49.916666666666664
