year,month,day,hour,REPORT_ID,avgMeasuredTime,vehicleCount,avgSpeed
2014,08,01,07,179174,39.5,12,75.0
2014,08,01,08,179174,40.583333333333336,61,73.33333333333333
2014,08,01,09,179174,38.833333333333336,66,76.91666666666667
2014,08,01,10,179174,42.083333333333336,86,71.0
2014,08,01,11,179174,42.166666666666664,87,70.66666666666667
2014,08,01,12,179174,40.75,117,73.0
2014,08,01,13,179174,41.416666666666664,92,72.25
2014,08,01,14,179174,40.833333333333336,91,73.16666666666667
2014,08,01,15,179174,40.583333333333336,51,73.58333333333333
2014,08,01,16,179174,42.166666666666664,46,71.58333333333333
2014,08,01,17,179174,38.333333333333336,32,78.41666666666667
2014,08,01,18,179174,43.416666666666664,13,73.16666666666667
2014,08,01,19,179174,36.75,22,82.0
2014,08,01,20,179174,44.833333333333336,12,69.08333333333333
2014,08,01,21,179174,52.166666666666664,5,59.166666666666664
2014,08,01,22,179174,50.0,1,62.25
2014,08,01,23,179174,57.25,7,53.833333333333336
2014,08,02,00,179174,53.333333333333336,3,59.0
2014,08,02,01,179174,32.0,1,93.0
2014,08,02,02,179174,49.833333333333336,3,60.083333333333336
2014,08,02,03,179174,52.0,2,57.916666666666664
2014,08,02,04,179174,52.916666666666664,6,58.166666666666664
2014,08,02,05,179174,37.833333333333336,4,78.41666666666667
2014,08,02,06,179174,44.916666666666664,17,68.83333333333333
2014,08,02,07,179174,43.583333333333336,45,72.83333333333333
2014,08,02,08,179174,49.583333333333336,63,61.833333333333336
2014,08,02,09,179174,54.75,73,56.583333333333336
2014,08,02,10,179174,48.666666666666664,60,63.25
2014,08,02,11,179174,48.166666666666664,69,63.75
2014,08,02,12,179174,55.5,66,57.416666666666664
2014,08,02,13,179174,59.0,61,53.75
2014,08,02,14,179174,63.833333333333336,64,46.666666666666664
2014,08,02,15,179174,50.5,40,61.0
2014,08,02,16,179174,38.583333333333336,32,77.33333333333333
2014,08,02,17,179174,41.166666666666664,21,73.91666666666667
2014,08,02,18,179174,37.333333333333336,14,81.33333333333333
2014,08,02,19,179174,48.833333333333336,26,65.33333333333333
2014,08,02,20,179174,45.083333333333336,16,71.5
2014,08,02,21,179174,51.833333333333336,7,57.916666666666664
2014,08,02,22,179174,42.833333333333336,3,69.91666666666667
2014,08,02,23,179174,42.0,0,71.0
2014,08,03,00,179174,62.833333333333336,4,49.083333333333336
2014,08,03,01,179174,36.75,5,81.41666666666667
2014,08,03,02,179174,54.916666666666664,1,57.333333333333336
2014,08,03,03,179174,67.41666666666667,2,47.25
2014,08,03,04,179174,67.66666666666667,6,48.25
2014,08,03,05,179174,59.25,6,57.666666666666664
2014,08,03,06,179174,44.0,1,68.0
2014,08,03,07,179174,50.75,24,66.33333333333333
2014,08,03,08,179174,39.916666666666664,27,75.58333333333333
2014,08,03,09,179174,39.833333333333336,25,75.16666666666667
2014,08,03,10,179174,43.166666666666664,51,69.91666666666667
2014,08,03,11,179174,42.083333333333336,62,70.91666666666667
2014,08,03,12,179174,43.25,45,70.33333333333333
2014,08,03,13,179174,39.666666666666664,44,75.25
2014,08,03,14,179174,39.166666666666664,49,76.0
2014,08,03,15,179174,43.333333333333336,24,74.0
2014,08,03,16,179174,40.333333333333336,32,73.83333333333333
2014,08,03,17,179174,47.25,13,65.75
2014,08,03,18,179174,45.25,19,69.33333333333333
2014,08,03,19,179174,52.666666666666664,7,60.833333333333336
2014,08,03,20,179174,36.5,10,82.83333333333333
2014,08,03,21,179174,44.25,6,71.5
2014,08,03,22,179174,54.5,8,58.75
2014,08,03,23,179174,43.75,3,68.83333333333333
2014,08,04,00,179174,41.54545454545455,5,72.36363636363636
2014,08,04,01,179174,40.75,0,73.08333333333333
2014,08,04,02,179174,38.333333333333336,1,77.33333333333333
2014,08,04,03,179174,37.666666666666664,4,79.16666666666667
2014,08,04,04,179174,51.583333333333336,35,59.666666666666664
2014,08,04,05,179174,41.333333333333336,64,72.25
2014,08,04,06,179174,44.5,86,67.16666666666667
2014,08,04,07,179174,46.083333333333336,77,64.91666666666667
2014,08,04,08,179174,46.666666666666664,79,64.33333333333333
2014,08,04,09,179174,45.833333333333336,99,65.08333333333333
2014,08,04,10,179174,47.583333333333336,104,63.0
2014,08,04,11,179174,43.083333333333336,95,69.5
2014,08,04,12,179174,46.583333333333336,101,64.58333333333333
2014,08,04,13,179174,49.583333333333336,122,60.5
2014,08,04,14,179174,57.416666666666664,130,51.666666666666664
2014,08,04,15,179174,53.0,73,57.083333333333336
2014,08,04,16,179174,45.25,55,66.91666666666667
2014,08,04,17,179174,44.666666666666664,23,67.91666666666667
2014,08,04,18,179174,41.25,18,74.5
2014,08,04,19,179174,41.5,21,73.0
2014,08,04,20,179174,41.916666666666664,20,72.25
2014,08,04,21,179174,58.0,11,52.166666666666664
2014,08,04,22,179174,51.333333333333336,3,61.333333333333336
2014,08,04,23,179174,43.833333333333336,6,75.16666666666667
2014,08,05,00,179174,42.5,4,80.2
2014,08,05,01,179174,73.58333333333333,4,40.833333333333336
2014,08,05,02,179174,146.41666666666666,1,20.333333333333332
2014,08,05,03,179174,76.5,12,51.0
2014,08,05,04,179174,43.75,34,69.83333333333333
2014,08,05,05,179174,39.833333333333336,88,74.83333333333333
2014,08,05,06,179174,39.25,59,76.25
2014,08,05,07,179174,40.25,91,74.25
2014,08,05,08,179174,41.666666666666664,78,71.58333333333333
2014,08,05,09,179174,42.666666666666664,108,70.0
2014,08,05,10,179174,41.333333333333336,107,72.25
2014,08,05,11,179174,41.916666666666664,102,71.16666666666667
2014,08,05,12,179174,41.2,94,72.4
2014,08,05,13,179174,40.333333333333336,121,73.83333333333333
2014,08,05,14,179174,41.666666666666664,114,71.66666666666667
2014,08,05,15,179174,40.583333333333336,90,73.41666666666667
2014,08,05,16,179174,40.75,54,73.25
2014,08,05,17,179174,43.333333333333336,22,69.91666666666667
2014,08,05,18,179174,36.75,13,81.66666666666667
2014,08,05,19,179174,48.75,12,65.75
2014,08,05,20,179174,34.75,7,86.33333333333333
2014,08,05,21,179174,44.083333333333336,11,71.41666666666667
2014,08,05,22,179174,46.583333333333336,2,65.58333333333333
2014,08,05,23,179174,56.916666666666664,3,53.25
