,Unnamed: 0,date,time,avgMeasuredTime,vehicleCount,dewptm,hum,pressurem,tempm,wdird,wspdm,event,POINT_1_STREET,POINT_2_STREET,POINT_1_CITY,POINT_2_CITY,POINT_1_LAT,POINT_2_LAT,POINT_1_LNG,POINT_2_LNG,POINT_1_NAME,POINT_2_NAME,DURATION_IN_SEC,NDT_IN_KMH,ROAD_TYPE,REPORT_ID,DISTANCE_IN_METERS
0,0,8/1/2014,7,72,10,15,80,1012.333333,18.33333333,210,5.6,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
1,1,8/1/2014,8,71.25,72,14.66666667,68.66666667,1012.333333,20,223.3333333,9.266666667,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
2,2,8/1/2014,9,71,84,13.66666667,60,1013,21,236.6666667,11.73333333,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
3,3,8/1/2014,10,70.66666667,75,13.33333333,56,1013,21.66666667,206.6666667,11.13333333,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
4,4,8/1/2014,11,69,71,13,50.66666667,1012.666667,22.66666667,213.3333333,12.36666667,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
5,5,8/1/2014,12,66.25,76,14.33333333,55,1013,23,180,14.2,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
6,6,8/1/2014,13,67.75,61,13.33333333,52.33333333,1013,22.66666667,176.6666667,13.56666667,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
7,7,8/1/2014,14,66.91666667,59,11.66666667,41.66666667,1013,24.33333333,203.3333333,12.36666667,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
8,8,8/1/2014,15,62.5,29,12.33333333,42.33333333,1012.666667,24.33333333,176.6666667,12.36666667,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
9,9,8/1/2014,16,65.33333333,26,11.33333333,38.33333333,1012.333333,25,176.6666667,14.83333333,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
10,10,8/1/2014,17,70.25,29,10.66666667,36.66666667,1012.333333,25,180,16.06666667,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
11,11,8/1/2014,18,69.5,6,9.333333333,33.66666667,1012,25,173.3333333,14.83333333,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
12,12,8/1/2014,19,71.08333333,4,9.333333333,34.66666667,1012,24.66666667,170,12.96666667,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
13,13,8/1/2014,21,75,4,10.33333333,43,1012.333333,22.33333333,166.6666667,6.8,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
14,14,8/1/2014,22,59,0,11.33333333,47,1013,22,166.6666667,6.2,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
15,15,8/1/2014,23,69,0,12.33333333,52.66666667,1013,21.33333333,136.6666667,8.033333333,No Event,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839,4364,4349,77,70,MAJOR_ROAD,158895,1505
0,0,8/1/2014,7,64,9,15,80,1012.333333,18.33333333,210,5.6,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
1,1,8/1/2014,8,78.75,136,14.66666667,68.66666667,1012.333333,20,223.3333333,9.266666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
2,2,8/1/2014,9,73.5,126,13.66666667,60,1013,21,236.6666667,11.73333333,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
3,3,8/1/2014,10,84.08333333,137,13.33333333,56,1013,21.66666667,206.6666667,11.13333333,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
4,4,8/1/2014,11,77.41666667,172,13,50.66666667,1012.666667,22.66666667,213.3333333,12.36666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
5,5,8/1/2014,12,53.66666667,192,14.33333333,55,1013,23,180,14.2,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
6,6,8/1/2014,13,61.5,199,13.33333333,52.33333333,1013,22.66666667,176.6666667,13.56666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
7,7,8/1/2014,14,56,204,11.66666667,41.66666667,1013,24.33333333,203.3333333,12.36666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
8,8,8/1/2014,15,63.91666667,169,12.33333333,42.33333333,1012.666667,24.33333333,176.6666667,12.36666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
9,9,8/1/2014,16,75.91666667,108,11.33333333,38.33333333,1012.333333,25,176.6666667,14.83333333,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
10,10,8/1/2014,17,74,67,10.66666667,36.66666667,1012.333333,25,180,16.06666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
11,11,8/1/2014,18,77.75,64,9.333333333,33.66666667,1012,25,173.3333333,14.83333333,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
12,12,8/1/2014,19,59.58333333,58,9.333333333,34.66666667,1012,24.66666667,170,12.96666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
13,13,8/1/2014,22,55,2,11.33333333,47,1013,22,166.6666667,6.2,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612,4582,4581,65,44,MAJOR_ROAD,178600,797
0,0,8/1/2014,7,189,1,15,80,1012.333333,18.33333333,210,5.6,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
1,1,8/1/2014,8,283.1666667,8,14.66666667,68.66666667,1012.333333,20,223.3333333,9.266666667,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
2,2,8/1/2014,9,253,1,13.66666667,60,1013,21,236.6666667,11.73333333,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
3,3,8/1/2014,10,109.5,2,13.33333333,56,1013,21.66666667,206.6666667,11.13333333,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
4,4,8/1/2014,11,97,0,13,50.66666667,1012.666667,22.66666667,213.3333333,12.36666667,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
5,5,8/1/2014,12,242.4166667,6,14.33333333,55,1013,23,180,14.2,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
6,6,8/1/2014,13,176.5,3,13.33333333,52.33333333,1013,22.66666667,176.6666667,13.56666667,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
7,7,8/1/2014,14,136.5833333,9,11.66666667,41.66666667,1013,24.33333333,203.3333333,12.36666667,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
8,8,8/1/2014,15,214.4166667,3,12.33333333,42.33333333,1012.666667,24.33333333,176.6666667,12.36666667,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
9,9,8/1/2014,16,295,0,11.33333333,38.33333333,1012.333333,25,176.6666667,14.83333333,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
10,10,8/1/2014,17,177.5,3,10.66666667,36.66666667,1012.333333,25,180,16.06666667,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
11,11,8/1/2014,18,88.75,1,9.333333333,33.66666667,1012,25,173.3333333,14.83333333,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
12,12,8/1/2014,19,83,0,9.333333333,34.66666667,1012,24.66666667,170,12.96666667,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
13,13,8/1/2014,22,83,0,11.33333333,47,1013,22,166.6666667,6.2,No Event,Skanderborgvej,Viby Ringvej,Aarhus,Aarhus,56.13105396,56.13203209,10.16616305,10.15765884,3987,2651,84,35,MAJOR_ROAD,187509,823
0,0,8/1/2014,7,51.5,30,15,80,1012.333333,18.33333333,210,5.6,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
1,1,8/1/2014,8,56.25,211,14.66666667,68.66666667,1012.333333,20,223.3333333,9.266666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
2,2,8/1/2014,9,56.16666667,194,13.66666667,60,1013,21,236.6666667,11.73333333,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
3,3,8/1/2014,10,53.58333333,156,13.33333333,56,1013,21.66666667,206.6666667,11.13333333,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
4,4,8/1/2014,11,58.41666667,191,13,50.66666667,1012.666667,22.66666667,213.3333333,12.36666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
5,5,8/1/2014,12,65.25,179,14.33333333,55,1013,23,180,14.2,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
6,6,8/1/2014,13,64.58333333,137,13.33333333,52.33333333,1013,22.66666667,176.6666667,13.56666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
7,7,8/1/2014,14,51.66666667,143,11.66666667,41.66666667,1013,24.33333333,203.3333333,12.36666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
8,8,8/1/2014,15,56.66666667,113,12.33333333,42.33333333,1012.666667,24.33333333,176.6666667,12.36666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
9,9,8/1/2014,16,57.16666667,97,11.33333333,38.33333333,1012.333333,25,176.6666667,14.83333333,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
10,10,8/1/2014,17,54.5,67,10.66666667,36.66666667,1012.333333,25,180,16.06666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
11,11,8/1/2014,18,53.66666667,46,9.333333333,33.66666667,1012,25,173.3333333,14.83333333,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
12,12,8/1/2014,19,46.83333333,46,9.333333333,34.66666667,1012,24.66666667,170,12.96666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
13,13,8/1/2014,20,64.08333333,39,9.333333333,36.33333333,1012,23.66666667,166.6666667,9.866666667,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
14,14,8/1/2014,21,54.91666667,22,10.33333333,43,1012.333333,22.33333333,166.6666667,6.8,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
15,15,8/1/2014,22,55.5,16,11.33333333,47,1013,22,166.6666667,6.2,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
16,16,8/1/2014,23,44.75,8,12.33333333,52.66666667,1013,21.33333333,136.6666667,8.033333333,No Event,Grenåvej,Grenåvej,Risskov,Risskov,56.19774431,56.19371107,10.22859362,10.21887825,4572,4581,55,53,MAJOR_ROAD,190744,813
0,0,8/1/2014,7,78,0,15,80,1012.333333,18.33333333,210,5.6,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
1,1,8/1/2014,8,78.08333333,33,14.66666667,68.66666667,1012.333333,20,223.3333333,9.266666667,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
2,2,8/1/2014,9,75.33333333,37,13.66666667,60,1013,21,236.6666667,11.73333333,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
3,3,8/1/2014,10,70.91666667,45,13.33333333,56,1013,21.66666667,206.6666667,11.13333333,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
4,4,8/1/2014,11,67.08333333,36,13,50.66666667,1012.666667,22.66666667,213.3333333,12.36666667,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
5,5,8/1/2014,12,75,41,14.33333333,55,1013,23,180,14.2,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
6,6,8/1/2014,13,74.91666667,45,13.33333333,52.33333333,1013,22.66666667,176.6666667,13.56666667,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
7,7,8/1/2014,14,71.66666667,26,11.66666667,41.66666667,1013,24.33333333,203.3333333,12.36666667,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
8,8,8/1/2014,15,68,23,12.33333333,42.33333333,1012.666667,24.33333333,176.6666667,12.36666667,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
9,9,8/1/2014,16,78.91666667,16,11.33333333,38.33333333,1012.333333,25,176.6666667,14.83333333,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
10,10,8/1/2014,17,74,7,10.66666667,36.66666667,1012.333333,25,180,16.06666667,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
11,11,8/1/2014,18,64.08333333,7,9.333333333,33.66666667,1012,25,173.3333333,14.83333333,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
12,12,8/1/2014,19,63,9,9.333333333,34.66666667,1012,24.66666667,170,12.96666667,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
13,13,8/1/2014,22,54,0,11.33333333,47,1013,22,166.6666667,6.2,No Event,Holmstrupgårdvej,Holmstrupgårdvej,Aarhus,Aarhus,56.16945461,56.17840254,10.11966876,10.12084169,4337,4336,91,40,MAJOR_ROAD,195041,1015
0,0,8/1/2014,7,175,9,15,80,1012.333333,18.33333333,210,5.6,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
1,1,8/1/2014,8,145.6666667,40,14.66666667,68.66666667,1012.333333,20,223.3333333,9.266666667,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
2,2,8/1/2014,9,137,33,13.66666667,60,1013,21,236.6666667,11.73333333,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
3,3,8/1/2014,10,113.5,29,13.33333333,56,1013,21.66666667,206.6666667,11.13333333,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
4,4,8/1/2014,11,123.25,40,13,50.66666667,1012.666667,22.66666667,213.3333333,12.36666667,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
5,5,8/1/2014,12,115.9166667,31,14.33333333,55,1013,23,180,14.2,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
6,6,8/1/2014,13,123.8333333,37,13.33333333,52.33333333,1013,22.66666667,176.6666667,13.56666667,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
7,7,8/1/2014,14,124.8333333,41,11.66666667,41.66666667,1013,24.33333333,203.3333333,12.36666667,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
8,8,8/1/2014,15,110.6666667,31,12.33333333,42.33333333,1012.666667,24.33333333,176.6666667,12.36666667,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
9,9,8/1/2014,16,134.75,23,11.33333333,38.33333333,1012.333333,25,176.6666667,14.83333333,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
10,10,8/1/2014,17,132.75,7,10.66666667,36.66666667,1012.333333,25,180,16.06666667,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
11,11,8/1/2014,18,135.1666667,5,9.333333333,33.66666667,1012,25,173.3333333,14.83333333,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
12,12,8/1/2014,19,117.5,6,9.333333333,34.66666667,1012,24.66666667,170,12.96666667,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
13,13,8/1/2014,20,183,4,9.333333333,36.33333333,1012,23.66666667,166.6666667,9.866666667,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
14,14,8/1/2014,21,129.0833333,8,10.33333333,43,1012.333333,22.33333333,166.6666667,6.8,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
15,15,8/1/2014,22,121.3333333,5,11.33333333,47,1013,22,166.6666667,6.2,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
16,16,8/1/2014,23,103,4,12.33333333,52.66666667,1013,21.33333333,136.6666667,8.033333333,No Event,Edwin Rahrs Vej,Åby Ringvej,Aarhus,Aarhus,56.16257435,56.16786719,10.13915436,10.15157946,4331,2655,93,42,MAJOR_ROAD,195552,1090
0,0,8/1/2014,7,102,1,15,80,1012.333333,18.33333333,210,5.6,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
1,1,8/1/2014,8,102.6666667,61,14.66666667,68.66666667,1012.333333,20,223.3333333,9.266666667,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
2,2,8/1/2014,9,105.6666667,51,13.66666667,60,1013,21,236.6666667,11.73333333,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
3,3,8/1/2014,10,102.5,49,13.33333333,56,1013,21.66666667,206.6666667,11.13333333,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
4,4,8/1/2014,11,100.25,52,13,50.66666667,1012.666667,22.66666667,213.3333333,12.36666667,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
5,5,8/1/2014,12,102,52,14.33333333,55,1013,23,180,14.2,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
6,6,8/1/2014,13,103.5833333,68,13.33333333,52.33333333,1013,22.66666667,176.6666667,13.56666667,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
7,7,8/1/2014,14,102.5,60,11.66666667,41.66666667,1013,24.33333333,203.3333333,12.36666667,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
8,8,8/1/2014,15,102.4166667,38,12.33333333,42.33333333,1012.666667,24.33333333,176.6666667,12.36666667,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
9,9,8/1/2014,16,100.75,31,11.33333333,38.33333333,1012.333333,25,176.6666667,14.83333333,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
10,10,8/1/2014,17,95.66666667,14,10.66666667,36.66666667,1012.333333,25,180,16.06666667,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
11,11,8/1/2014,18,107.0833333,6,9.333333333,33.66666667,1012,25,173.3333333,14.83333333,No Event,Edwin Rahrs Vej,Anelystvej,Aarhus,Tilst,56.15962241,56.16718933,10.07722347,10.0936125,4328,4345,127,45,MAJOR_ROAD,197274,1572
