,Unnamed: 0.1,Unnamed: 0,date,time,avgMeasuredTime,vehicleCount,dewptm,hum,pressurem,tempm,wdird,wspdm,POINT_1_STREET,POINT_2_STREET,POINT_1_CITY,POINT_2_CITY,POINT_1_LAT,POINT_2_LAT,POINT_1_LNG,POINT_2_LNG
899,899,899,2014-09-08,0,64.33333333333333,1,11.666666666666666,86.33333333333333,1013.3333333333334,13.666666666666666,266.6666666666667,6.2,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
900,900,900,2014-09-08,1,67.16666666666667,3,10.666666666666666,86.66666666666667,1013.3333333333334,12.666666666666666,233.3333333333333,4.933333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
901,901,901,2014-09-08,2,76.9090909090909,7,10.0,86.66666666666667,1014.0,12.0,226.66666666666663,4.966666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
902,902,902,2014-09-08,3,68.58333333333333,28,9.666666666666666,89.66666666666667,1014.0,11.333333333333334,210.0,5.566666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
903,903,903,2014-09-08,4,76.5,121,8.0,86.66666666666667,1014.0,10.0,216.66666666666663,6.8,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
904,904,904,2014-09-08,5,84.0,173,9.333333333333334,89.66666666666667,1013.3333333333334,11.0,210.0,6.2,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
905,905,905,2014-09-08,6,91.72727272727272,142,9.0,90.33333333333331,1013.3333333333334,10.666666666666666,120.0,3.1,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
906,906,906,2014-09-08,7,70.08333333333333,117,8.666666666666666,90.0,1013.3333333333334,10.0,150.0,2.8,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
907,907,907,2014-09-08,8,69.66666666666667,108,11.0,88.0,1013.3333333333334,12.666666666666666,160.0,4.966666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
908,908,908,2014-09-08,9,69.33333333333333,106,11.666666666666666,82.33333333333333,1013.0,14.666666666666666,193.3333333333333,8.033333333333333,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
909,909,909,2014-09-08,10,70.25,99,10.0,66.0,1013.0,16.0,223.3333333333333,11.733333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
910,910,910,2014-09-08,11,69.25,94,10.333333333333334,68.0,1013.0,15.666666666666666,223.3333333333333,9.9,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
911,911,911,2014-09-08,12,67.0,88,11.0,76.0,1013.0,14.666666666666666,143.33333333333334,8.633333333333333,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
912,912,912,2014-09-08,13,66.25,87,11.666666666666666,85.0,1012.6666666666666,14.0,196.66666666666663,9.266666666666667,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
913,913,913,2014-09-08,14,69.66666666666667,87,12.0,78.0,1012.0,15.333333333333334,196.66666666666663,11.766666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
914,914,914,2014-09-08,15,67.25,55,11.0,72.33333333333333,1012.0,15.666666666666666,206.66666666666663,11.766666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
915,915,915,2014-09-08,16,67.66666666666667,54,9.666666666666666,61.66666666666666,1012.0,16.333333333333332,233.3333333333333,19.133333333333333,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
916,916,916,2014-09-08,17,66.25,32,9.666666666666666,66.33333333333333,1011.6666666666666,15.333333333333334,246.66666666666663,19.766666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
917,917,917,2014-09-08,18,65.91666666666667,21,9.333333333333334,65.66666666666667,1011.3333333333334,14.666666666666666,236.66666666666663,20.4,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
918,918,918,2014-09-08,19,67.0,10,9.333333333333334,69.66666666666667,1011.3333333333334,14.0,246.66666666666663,21.6,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
919,919,919,2014-09-08,20,61.18181818181818,2,9.0,69.66666666666667,1012.0,14.0,243.3333333333333,19.766666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
920,920,920,2014-09-08,21,72.25,3,9.666666666666666,77.0,1012.0,13.333333333333334,243.3333333333333,20.366666666666664,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
921,921,921,2014-09-08,22,70.0,0,9.666666666666666,77.33333333333333,1012.0,13.0,243.3333333333333,17.900000000000002,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
922,922,922,2014-09-08,23,70.0,0,9.0,73.33333333333333,1012.0,13.0,246.66666666666663,21.0,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
895,895,895,2014-09-08,0,69.125,1,11.666666666666666,86.33333333333333,1013.3333333333334,13.666666666666666,266.6666666666667,6.2,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
896,896,896,2014-09-08,1,63.333333333333336,2,10.666666666666666,86.66666666666667,1013.3333333333334,12.666666666666666,233.3333333333333,4.933333333333334,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
897,897,897,2014-09-08,2,56.6,4,10.0,86.66666666666667,1014.0,12.0,226.66666666666663,4.966666666666666,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
898,898,898,2014-09-08,3,65.54545454545455,11,9.666666666666666,89.66666666666667,1014.0,11.333333333333334,210.0,5.566666666666666,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
