,Unnamed: 0.1,Unnamed: 0,date,time,avgMeasuredTime,vehicleCount,dewptm,hum,pressurem,tempm,wdird,wspdm,POINT_1_STREET,POINT_2_STREET,POINT_1_CITY,POINT_2_CITY,POINT_1_LAT,POINT_2_LAT,POINT_1_LNG,POINT_2_LNG
492,492,492,2014-08-22,0,71.9090909090909,1,8.0,75.0,1010.0,12.0,216.66666666666663,10.533333333333331,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
493,493,493,2014-08-22,1,63.0,0,8.0,74.33333333333333,1010.0,12.0,206.66666666666663,9.3,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
494,494,494,2014-08-22,2,64.83333333333333,5,8.0,70.66666666666667,1009.3333333333334,12.666666666666666,210.0,11.733333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
495,495,495,2014-08-22,3,66.16666666666667,29,8.333333333333334,72.33333333333333,1009.3333333333334,12.666666666666666,210.0,11.133333333333333,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
496,496,496,2014-08-22,4,71.16666666666667,126,9.0,77.0,1008.6666666666666,12.333333333333334,210.0,9.3,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
497,497,497,2014-08-22,5,71.91666666666667,199,9.0,75.33333333333333,1008.3333333333334,12.666666666666666,193.3333333333333,9.266666666666667,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
498,498,498,2014-08-22,6,72.08333333333333,135,9.666666666666666,79.33333333333333,1007.6666666666666,13.0,186.66666666666663,9.3,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
499,499,499,2014-08-22,7,73.66666666666667,115,10.0,79.0,1007.3333333333334,13.0,190.0,9.9,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
500,500,500,2014-08-22,8,72.16666666666667,131,10.0,79.0,1007.3333333333334,13.0,200.0,11.733333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
501,501,501,2014-08-22,9,70.58333333333333,84,10.0,77.33333333333333,1007.3333333333334,13.333333333333334,193.3333333333333,8.666666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
