,Unnamed: 0.1,Unnamed: 0,date,time,avgMeasuredTime,vehicleCount,dewptm,hum,pressurem,tempm,wdird,wspdm,POINT_1_STREET,POINT_2_STREET,POINT_1_CITY,POINT_2_CITY,POINT_1_LAT,POINT_2_LAT,POINT_1_LNG,POINT_2_LNG
324,324,324,2014-08-15,0,75.0,0,11.0,75.0,1006.0,15.0,243.3333333333333,12.366666666666667,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
325,325,325,2014-08-15,1,74.66666666666667,0,11.0,76.66666666666667,1006.0,15.0,240.0,11.1,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
326,326,326,2014-08-15,2,59.083333333333336,4,11.0,77.66666666666667,1006.0,14.333333333333334,240.0,10.5,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
327,327,327,2014-08-15,3,62.583333333333336,19,11.0,80.66666666666667,1006.0,14.0,240.0,10.5,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
328,328,328,2014-08-15,4,67.0,105,11.0,85.33333333333333,1006.0,13.333333333333334,246.66666666666663,11.733333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
329,329,329,2014-08-15,5,72.58333333333333,173,10.666666666666666,84.0,1006.0,13.0,243.3333333333333,13.0,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
330,330,330,2014-08-15,6,68.75,168,10.666666666666666,85.66666666666667,1006.0,13.0,240.0,11.133333333333333,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
331,331,331,2014-08-15,7,70.45454545454545,95,11.666666666666666,84.0,1006.3333333333334,14.0,246.66666666666663,11.733333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
332,332,332,2014-08-15,8,68.58333333333333,95,12.0,78.66666666666667,1006.3333333333334,15.0,256.6666666666667,14.233333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
333,333,333,2014-08-15,9,68.91666666666667,113,11.333333333333334,66.66666666666667,1006.6666666666666,16.666666666666668,260.0,15.433333333333332,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
334,334,334,2014-08-15,10,67.36363636363636,70,10.333333333333334,60.333333333333336,1007.0,17.333333333333332,266.6666666666667,16.666666666666668,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
335,335,335,2014-08-15,11,71.83333333333333,78,10.0,53.0,1007.0,19.0,266.6666666666667,15.433333333333332,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
336,336,336,2014-08-15,12,69.63636363636364,69,10.0,48.333333333333336,1007.0,20.0,243.3333333333333,16.7,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
337,337,337,2014-08-15,13,69.0,68,10.666666666666666,56.0,1007.0,19.0,273.3333333333333,19.766666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
338,338,338,2014-08-15,14,64.5,67,11.0,58.333333333333336,1007.0,18.666666666666668,266.6666666666667,16.666666666666668,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
339,339,339,2014-08-15,15,62.583333333333336,58,10.0,54.5,1007.0,19.5,250.0,13.9,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
340,340,340,2014-08-15,16,68.5,46,9.666666666666666,48.0,1007.0,20.0,240.0,10.533333333333331,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
341,341,341,2014-08-15,17,66.16666666666667,27,9.666666666666666,47.333333333333336,1007.0,20.0,236.66666666666663,10.5,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
342,342,342,2014-08-15,18,70.25,23,9.666666666666666,48.333333333333336,1007.0,20.0,286.6666666666667,18.53333333333333,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
343,343,343,2014-08-15,19,68.91666666666667,12,11.666666666666666,63.0,1007.0,18.0,273.3333333333333,13.6,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
344,344,344,2014-08-15,20,72.5,17,12.0,69.66666666666667,1007.6666666666666,17.0,253.3333333333333,11.733333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
345,345,345,2014-08-15,21,63.333333333333336,9,11.666666666666666,75.33333333333333,1008.0,15.666666666666666,253.3333333333333,12.333333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
346,346,346,2014-08-15,22,62.333333333333336,5,11.0,73.33333333333333,1008.0,15.333333333333334,260.0,14.233333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
347,347,347,2014-08-15,23,69.25,4,11.0,75.66666666666667,1008.3333333333334,14.666666666666666,266.6666666666667,14.800000000000002,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
320,320,320,2014-08-15,0,36.27272727272727,2,11.0,75.0,1006.0,15.0,243.3333333333333,12.366666666666667,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
321,321,321,2014-08-15,1,36.41666666666666,4,11.0,76.66666666666667,1006.0,15.0,240.0,11.1,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
322,322,322,2014-08-15,2,52.0,8,11.0,77.66666666666667,1006.0,14.333333333333334,240.0,10.5,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
323,323,323,2014-08-15,3,69.08333333333333,7,11.0,80.66666666666667,1006.0,14.0,240.0,10.5,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
324,324,324,2014-08-15,4,62.833333333333336,46,11.0,85.33333333333333,1006.0,13.333333333333334,246.66666666666663,11.733333333333334,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
325,325,325,2014-08-15,5,59.91666666666666,108,10.666666666666666,84.0,1006.0,13.0,243.3333333333333,13.0,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
326,326,326,2014-08-15,6,67.91666666666667,100,10.666666666666666,85.66666666666667,1006.0,13.0,240.0,11.133333333333333,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
327,327,327,2014-08-15,7,69.9090909090909,96,11.666666666666666,84.0,1006.3333333333334,14.0,246.66666666666663,11.733333333333334,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
328,328,328,2014-08-15,8,91.33333333333331,126,12.0,78.66666666666667,1006.3333333333334,15.0,256.6666666666667,14.233333333333334,Grenåvej,Grenåvej,Risskov,Risskov,56.18654627,56.19369242,10.21830381,10.21908612
